"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.038428195E1	4.502509832E-1	5.594222546E0	2.234086037E0	6.040628465E0
1.039226500E1	-1.480304003E-1	5.381445408E0	2.072798729E0	5.768740092E0
1.040024606E1	-7.625423670E-1	4.947293282E0	1.707036018E0	5.288776195E0
1.040822766E1	-1.779749513E0	3.960197449E0	1.181470871E0	4.499616159E0
1.041620692E1	-2.631530762E0	2.761177063E0	8.800334930E-1	3.914525753E0
1.042418656E1	-3.031329632E0	1.823050857E0	7.021579742E-1	3.606313850E0
1.043216352E1	-3.550523758E0	1.423493743E0	1.137229919E0	3.990719895E0
1.044014258E1	-4.043372631E0	1.357451797E0	2.656064987E0	5.024561556E0
1.044812152E1	-3.831551552E0	1.465763092E0	4.459515572E0	6.059416463E0
1.045609922E1	-3.628689289E0	1.354652643E0	6.194812775E0	7.306036891E0
1.046407824E1	-4.251488686E0	4.698286057E-1	7.444763184E0	8.586058107E0
1.047205379E1	-4.249386787E0	-1.239345908E0	7.817399979E0	8.983596650E0
1.048003086E1	-2.333825111E0	-3.041253805E0	6.929734230E0	7.919417962E0
1.048800926E1	3.644447327E-1	-4.396414757E0	5.139593124E0	6.773234099E0
1.049598836E1	2.393155098E0	-4.994985580E0	3.779537201E0	6.705369022E0
1.050396516E1	3.415554047E0	-4.080876350E0	3.288363934E0	6.255629352E0
1.051194149E1	4.444563866E0	-2.138616085E0	4.343343735E0	6.572097193E0
1.051991809E1	5.224647045E0	9.510719776E-2	6.514909744E0	8.351648406E0
1.052789461E1	5.369019032E0	2.331017733E0	8.874315262E0	1.063077986E1
1.053587063E1	5.387295246E0	4.192823410E0	1.075522518E1	1.273882204E1
1.054384762E1	5.217045784E0	5.143540859E0	1.160448837E1	1.372361941E1
1.055182418E1	4.361648560E0	3.414472580E0	1.053836250E1	1.190544772E1
1.055980324E1	3.937492371E0	7.011229992E-1	7.331155777E0	8.351123556E0
1.056778004E1	4.623081207E0	-5.910044909E-1	2.390089035E0	5.237813642E0
1.057575809E1	4.271115303E0	-1.616520882E-1	-2.550369024E0	4.977242157E0
1.058373356E1	4.110762596E0	2.761604786E-1	-6.345169544E0	7.565435234E0
1.059171121E1	4.406716347E0	5.133494139E-1	-9.228984833E0	1.023996277E1
1.059968860E1	4.571773529E0	6.469476223E-2	-1.071523190E1	1.164995679E1
1.060766383E1	3.667049408E0	-5.485948324E-1	-1.112406540E1	1.172574256E1
1.061564121E1	2.518440247E0	-1.184728026E0	-1.053374290E1	1.089522195E1
1.062362156E1	1.116691589E0	-1.182342529E0	-9.549057007E0	9.686558919E0
1.063160102E1	-6.935997009E-1	-5.201785564E-1	-7.840709686E0	7.888497617E0
1.063957699E1	-2.243113041E0	1.232409477E-2	-5.930492878E0	6.340540495E0
1.064755535E1	-3.495600224E0	-2.228319645E-1	-4.472308159E0	5.680705526E0
1.065553512E1	-4.454813004E0	-7.087597847E-1	-4.002100945E0	6.030299437E0
1.066351484E1	-5.219854355E0	-2.698159218E-1	-4.139766693E0	6.667634392E0
1.067149512E1	-6.385195732E0	1.008601189E-1	-4.497557640E0	7.810820829E0
1.067947363E1	-6.676077843E0	-3.808889389E-1	-4.700314522E0	8.173619048E0
1.068745211E1	-6.526792526E0	-1.500791550E0	-4.725929260E0	8.196694659E0
1.069543262E1	-6.722442627E0	-1.758919239E0	-3.980507851E0	8.008088068E0
1.070341356E1	-6.951365948E0	-1.832477331E0	-2.383626938E0	7.573713692E0
1.071139164E1	-7.500799179E0	-1.923453569E0	-3.243274689E-1	7.750280657E0
1.071936734E1	-7.410957813E0	-2.295604229E0	2.380312443E0	8.115293082E0
1.072734668E1	-6.719583988E0	-3.579622269E0	4.802596569E0	9.001746406E0
1.073532465E1	-4.112298489E0	-6.498431206E0	5.839065552E0	9.655842455E0
1.074330340E1	-2.292045593E0	-8.714714050E0	5.170852661E0	1.038929407E1
1.075128184E1	-7.668828964E-1	-8.805580139E0	4.092984200E0	9.740578557E0
1.075925746E1	2.359333038E0	-8.713220596E0	3.229084969E0	9.587160960E0
1.076723793E1	6.090559006E0	-8.115224838E0	2.733471870E0	1.050826587E1
1.077521508E1	8.768342018E0	-6.740399837E0	2.464538813E0	1.133096480E1
1.078319395E1	9.553209305E0	-4.536024094E0	2.658543348E0	1.090445667E1
1.079117660E1	9.849681854E0	-2.482197523E0	3.064382315E0	1.060980566E1
1.079915473E1	1.012104988E1	-6.874816418E-1	3.569270611E0	1.075397482E1
1.080713047E1	9.204573631E0	1.080245614E0	4.815943718E0	1.044434872E1
1.081510887E1	6.735271454E0	2.117402315E0	7.106578827E0	1.001752149E1
1.082308785E1	3.268001556E0	2.015974998E0	9.773109436E0	1.050036463E1
1.083106848E1	-1.112034798E0	1.453645587E0	1.212644386E1	1.226378195E1
1.083904621E1	-5.659849167E0	1.097698450E0	1.405105591E1	1.518785721E1
1.084702145E1	-8.509520531E0	3.955377340E-1	1.457145500E1	1.687885336E1
1.085499996E1	-1.095896149E1	-8.369212151E-1	1.387468719E1	1.770045815E1
1.086298043E1	-1.101519203E1	-9.859106541E-1	1.293950081E1	1.702166727E1
1.087095938E1	-8.899636269E0	-1.476742864E0	1.160843182E1	1.470170005E1
1.087893852E1	-5.604662895E0	-3.007731676E0	9.040980339E0	1.105432139E1
1.088692016E1	-2.930250406E0	-3.780059576E0	5.687140465E0	7.430934296E0
1.089490016E1	-9.727692604E-1	-4.200273037E0	2.709177971E0	5.091975932E0
1.090288039E1	5.773289204E-1	-4.209109783E0	-4.689960480E-1	4.274326981E0
1.091085981E1	2.261118174E0	-3.918935299E0	-2.866302013E0	5.355968307E0
1.091884000E1	4.181422234E0	-3.119674444E0	-4.129996300E0	6.653835734E0
1.092681879E1	6.039860725E0	-1.539520741E0	-4.359412193E0	7.606215640E0
1.093479762E1	6.981874466E0	-2.842299938E-1	-3.819344282E0	7.963337773E0
1.094277785E1	7.743657589E0	-1.087164640E0	-3.457703590E0	8.549963388E0
1.095075676E1	8.191633224E0	-3.568726063E0	-3.530803680E0	9.607561357E0
1.095873684E1	8.237371445E0	-5.493689060E0	-4.520259857E0	1.088428486E1
1.096671496E1	7.614551544E0	-6.265453339E0	-5.892665386E0	1.148741947E1
1.097469543E1	7.177003384E0	-6.042392731E0	-6.834401131E0	1.160727902E1
1.098267641E1	6.807929039E0	-5.335473061E0	-6.775589943E0	1.098743781E1
1.099065582E1	6.374116898E0	-4.385119438E0	-5.286748409E0	9.370610837E0
1.099863731E1	6.262825966E0	-4.250248909E0	-2.841028214E0	8.084494182E0
1.100662266E1	6.731824398E0	-4.219565392E0	-9.075403214E-1	7.996613111E0
1.101460688E1	8.254261017E0	-3.302692413E0	-2.377147675E-1	8.893655628E0
1.102258832E1	1.073756790E1	-1.727611780E0	-7.447924614E-1	1.090113401E1
1.103056731E1	1.311317253E1	-8.431822658E-1	-1.450930119E0	1.322011529E1
1.103854610E1	1.573555470E1	1.097471714E-1	-1.754906654E0	1.583349056E1
1.104652613E1	1.851447487E1	5.761065483E-1	-9.940085411E-1	1.855008710E1
1.105450770E1	2.092411423E1	3.076928854E-1	9.856586456E-1	2.094957647E1
1.106248898E1	2.309785652E1	-8.084527254E-1	4.063291550E0	2.346646352E1
1.107046856E1	2.388971519E1	-2.662673712E0	6.858330727E0	2.499690028E1
1.107844957E1	2.316993332E1	-4.766987324E0	9.581536293E0	2.552206527E1
1.108643211E1	2.089438820E1	-5.234228611E0	1.114246178E1	2.425133113E1
1.109441070E1	1.733353806E1	-6.139928341E0	1.175102711E1	2.182285269E1
1.110238742E1	1.289874268E1	-7.957257271E0	1.156206226E1	1.906244448E1
1.111036930E1	8.148009300E0	-9.225410461E0	1.108506203E1	1.656432473E1
1.111835024E1	4.239920616E0	-9.549305916E0	1.068551540E1	1.494477868E1
1.112632973E1	1.019709349E0	-8.697891235E0	1.056113434E1	1.371971857E1
1.113430731E1	-7.332837582E-1	-6.961654186E0	1.074828339E1	1.282684411E1
1.114228305E1	-1.303688884E0	-3.885747910E0	1.156305599E1	1.226796256E1
1.115026242E1	-6.877777576E-1	-4.483294487E-1	1.363238239E1	1.365708194E1
1.115824067E1	1.106595993E-1	2.339516640E0	1.646263504E1	1.662840750E1
1.116622024E1	9.072680473E-1	4.223649979E0	1.949896622E1	1.997178104E1
1.117419973E1	1.417289734E0	4.401489735E0	2.079082870E1	2.129883519E1
1.118217852E1	2.000999928E0	2.726459980E0	2.088216400E1	2.115425154E1
1.119015817E1	1.393549442E0	1.489310980E0	2.023292732E1	2.033547086E1
1.119813914E1	-4.765243530E-1	5.846414566E-1	1.950665665E1	1.952123292E1
1.120611645E1	-1.951206684E0	-1.672974110E0	1.928826523E1	1.945875704E1
1.121409824E1	-3.229478359E0	-3.699272156E0	1.793061256E1	1.859088518E1
1.122207711E1	-3.548596382E0	-3.973330975E0	1.549782467E1	1.638787554E1
1.123005352E1	-2.407560825E0	-3.622698069E0	1.245358753E1	1.319136584E1
1.123803000E1	-1.324440479E0	-2.635292530E0	1.004796600E1	1.047189238E1
1.124600613E1	7.579746246E-1	-2.203982830E0	8.294219971E0	8.615459986E0
1.125398383E1	2.811201572E0	-2.158888817E0	7.150113583E0	7.980462358E0
1.126196110E1	4.461422920E0	-2.278420448E0	6.319156170E0	8.063946237E0
1.126993789E1	5.361690521E0	-4.375420570E0	5.316324711E0	8.726702633E0
1.127791508E1	5.578980446E0	-7.473546982E0	3.926167488E0	1.011897813E1
1.128589266E1	5.831908226E0	-9.929681778E0	1.967655182E0	1.168252544E1
1.129386992E1	5.584765434E0	-1.299957657E1	-3.363904953E-1	1.415244694E1
1.130184711E1	5.942276955E0	-1.606811714E1	-3.805703163E0	1.754931396E1
1.130982125E1	7.152704716E0	-1.613437843E1	-7.541173935E0	1.919241143E1
1.131779648E1	7.603547573E0	-1.469651794E1	-1.123613930E1	2.000131000E1
1.132577152E1	7.323099613E0	-1.336309433E1	-1.449786663E1	2.103302676E1
1.133374652E1	6.233191490E0	-1.176082039E1	-1.645878410E1	2.116745489E1
1.134172027E1	4.373382568E0	-8.848376274E0	-1.742198944E1	2.002363488E1
1.134969844E1	1.335499287E0	-6.856886387E0	-1.757206535E1	1.890973109E1
1.135767633E1	-1.585763931E0	-4.979722977E0	-1.582021332E1	1.666107552E1
1.136565387E1	-4.296630859E0	-5.555962563E0	-1.315849686E1	1.491562256E1
1.137363164E1	-7.923271179E0	-7.780954361E0	-1.074884987E1	1.545507200E1
1.138160777E1	-1.066210842E1	-7.426180363E0	-9.289184570E0	1.597240310E1
1.138958801E1	-1.461731529E1	-5.654290199E0	-8.705347061E0	1.792818930E1
1.139756817E1	-1.856359482E1	-4.236966610E0	-8.724901199E0	2.094475685E1
1.140555078E1	-2.108749771E1	-4.438400745E0	-7.539146423E0	2.283025820E1
1.141353199E1	-2.172510910E1	-5.521537781E0	-5.551270008E0	2.309295008E1
1.142151227E1	-2.118915749E1	-7.184723377E0	-3.617473841E0	2.266465888E1
1.142949067E1	-2.036451149E1	-9.899424553E0	-2.855762005E0	2.282251764E1
1.143746910E1	-1.956262016E1	-1.302824211E1	-3.603877783E0	2.377854359E1
1.144544563E1	-1.859530830E1	-1.586490822E1	-5.931600571E0	2.515282666E1
1.145342340E1	-1.624076271E1	-1.838213730E1	-8.758481026E0	2.604565866E1
1.146140277E1	-1.323132515E1	-2.026758194E1	-1.123435974E1	2.668433401E1
1.146937613E1	-1.097037506E1	-2.101067162E1	-1.244896317E1	2.677263780E1
1.147735102E1	-6.505119801E0	-2.088490105E1	-1.307111835E1	2.548234311E1
1.148532844E1	7.813453674E-3	-1.810922813E1	-1.361120033E1	2.265411616E1
1.149330512E1	6.630189896E0	-1.266889954E1	-1.340789413E1	1.960183814E1
1.150128473E1	1.226074696E1	-7.212947845E0	-1.215035820E1	1.870785228E1
1.150926180E1	1.610333252E1	-2.876824856E0	-1.025508595E1	1.930699944E1
1.151723938E1	1.731253624E1	2.610714734E-1	-8.647129059E0	1.935367950E1
1.152521793E1	1.849914932E1	2.032863855E0	-7.228320122E0	1.996496113E1
1.153319703E1	1.809438324E1	2.674895048E0	-5.647313118E0	1.914298602E1
1.154117684E1	1.546436119E1	2.022365332E0	-3.601952314E0	1.600657643E1
1.154915504E1	1.152472782E1	5.614157915E-1	-1.859553695E0	1.168727851E1
1.155713317E1	7.898496628E0	-7.656111717E-1	-5.755294561E-1	7.956358690E0
1.156511110E1	5.254739761E0	-1.599797010E0	2.742366791E-1	5.499713283E0
1.157309398E1	4.790901184E0	-1.625807643E0	1.188397408E-3	5.059247578E0
1.158107387E1	5.719456673E0	-5.937485695E-1	-1.384373784E0	5.914491759E0
1.158905320E1	7.289682388E0	-9.503775835E-2	-3.476934195E0	8.076977955E0
1.159703063E1	8.894499779E0	-2.834878564E-1	-6.009440422E0	1.073805689E1
1.160501047E1	9.653895378E0	-4.132789373E-1	-8.352794647E0	1.277253592E1
1.161299152E1	1.043509102E1	7.146537304E-2	-1.022279930E1	1.460828044E1
1.162097320E1	1.122774982E1	2.660758495E-1	-1.057701778E1	1.542745824E1
1.162895250E1	1.077585888E1	-1.099843621E0	-9.477406502E0	1.439270734E1
1.163693195E1	8.614701271E0	-2.775782347E0	-7.435697556E0	1.171356665E1
1.164491215E1	6.240177155E0	-4.190681934E0	-5.166168690E0	9.120905927E0
1.165289125E1	5.000118256E0	-5.739613056E0	-3.643676281E0	8.439236781E0
1.166087457E1	3.584119797E0	-7.967066288E0	-2.806576252E0	9.175888524E0
1.166885668E1	2.973801136E0	-1.073851776E1	-3.715857506E0	1.174592925E1
1.167683551E1	2.498293877E0	-1.369123650E1	-7.106709480E0	1.562679586E1
1.168481598E1	1.848470688E0	-1.609784889E1	-1.207470131E1	2.020782013E1
1.169279535E1	1.058984041E0	-1.789575958E1	-1.676339722E1	2.454365793E1
1.170077457E1	-2.082560062E-1	-1.992612457E1	-2.132912254E1	2.918947207E1
1.170875406E1	-2.025595188E0	-2.108850288E1	-2.398540878E1	3.200199719E1
1.171673281E1	-5.161043167E0	-2.060629463E1	-2.382562256E1	3.192046421E1
1.172471688E1	-8.820761681E0	-1.811638641E1	-2.054664993E1	2.877801447E1
1.173269734E1	-1.010479069E1	-1.664021301E1	-1.579939461E1	2.507238229E1
1.174067668E1	-9.665761948E0	-1.606604767E1	-1.094069481E1	2.170814696E1
1.174865719E1	-1.113967514E1	-1.508950710E1	-5.991718292E0	1.968975050E1
1.175663934E1	-1.711088371E1	-1.341812134E1	-2.875144482E0	2.193387283E1
1.176462027E1	-2.484357071E1	-1.262869644E1	-1.981528640E0	2.793946018E1
1.177260426E1	-3.040413094E1	-1.271627140E1	-2.522047281E0	3.305261652E1
1.178058516E1	-3.196124268E1	-1.185325241E1	-4.732174873E0	3.441531789E1
1.178856871E1	-2.859561157E1	-1.069941902E1	-7.073234558E0	3.134034486E1
1.179655340E1	-2.133062553E1	-1.175401497E1	-8.071775436E0	2.565747478E1
1.180453680E1	-1.487887001E1	-1.453047276E1	-8.246172905E0	2.237218762E1
1.181252133E1	-1.235203075E1	-1.656409073E1	-8.531852722E0	2.235473722E1
1.182050125E1	-1.273247147E1	-1.755645370E1	-9.359848022E0	2.362100022E1
1.182848598E1	-1.347730255E1	-1.841757202E1	-1.053338432E1	2.513556899E1
1.183647086E1	-1.449439526E1	-1.909840775E1	-1.186454964E1	2.675077962E1
1.184445340E1	-1.541847134E1	-2.015677452E1	-1.281538391E1	2.842989416E1
1.185243563E1	-1.522488785E1	-2.125714874E1	-1.288648987E1	2.915004638E1
1.186041613E1	-1.484627438E1	-2.331459427E1	-1.276668930E1	3.044619064E1
1.186839391E1	-1.353826427E1	-2.447451401E1	-1.210491371E1	3.047647242E1
1.187637383E1	-1.144901085E1	-2.442868805E1	-1.099908924E1	2.913452614E1
1.188435496E1	-7.487697601E0	-2.420951271E1	-9.445112228E0	2.704396913E1
1.189233570E1	-3.178883076E0	-2.367946434E1	-8.306745529E0	2.529474946E1
1.190031504E1	7.858829498E-1	-2.228466034E1	-8.635168076E0	2.391212718E1
1.190829379E1	4.300599098E0	-1.879758644E1	-9.684520721E0	2.157856228E1
1.191627344E1	7.318913460E0	-1.424279976E1	-1.021020985E1	1.899137237E1
1.192425711E1	9.258144379E0	-1.046320724E1	-9.994969368E0	1.717822330E1
1.193223836E1	1.175214958E1	-7.078092575E0	-8.714179993E0	1.625267200E1
1.194022125E1	1.392463112E1	-4.651730537E0	-6.894451618E0	1.621935301E1
1.194820492E1	1.509632683E1	-3.179327250E0	-5.160342693E0	1.626764710E1
1.195618949E1	1.529675865E1	-2.823087692E0	-3.933142424E0	1.604463333E1
1.196417250E1	1.502724838E1	-3.047302008E0	-3.782372475E0	1.579273836E1
1.197215453E1	1.444553471E1	-3.715417862E0	-5.061825752E0	1.575118671E1
1.198013641E1	1.370547771E1	-3.541273832E0	-7.810075760E0	1.616718971E1
1.198811902E1	1.304065418E1	-2.593346596E0	-1.071289444E1	1.707484159E1
1.199610027E1	1.224028969E1	-1.916867971E0	-1.253937531E1	1.762767731E1
1.200407910E1	1.175273705E1	-1.143311501E0	-1.259265900E1	1.726293862E1
1.201205848E1	1.129580307E1	-1.277046680E0	-1.071217823E1	1.561975601E1
1.202003852E1	1.076557350E1	-2.605948210E0	-7.550126076E0	1.340495963E1
1.202802160E1	1.019504070E1	-3.585376263E0	-5.105894566E0	1.195257032E1
1.203600156E1	9.923744202E0	-3.803508043E0	-3.875656128E0	1.131229786E1
1.204398277E1	9.627748489E0	-3.627430916E0	-3.809636116E0	1.097110402E1
1.205196418E1	9.115151405E0	-3.669507504E0	-4.313228130E0	1.073103944E1
1.205994633E1	8.605968475E0	-4.311431408E0	-5.016006947E0	1.085409876E1
1.206792610E1	8.013661385E0	-5.092730999E0	-6.073629379E0	1.127136423E1
1.207590602E1	6.863661766E0	-5.179925919E0	-6.915480137E0	1.103473384E1
1.208388555E1	4.907755852E0	-4.517918587E0	-5.812592506E0	8.847818234E0
1.209186645E1	2.239270210E0	-5.303788185E0	-3.236359596E0	6.604432120E0
1.209984692E1	3.250598907E-2	-6.792307377E0	-5.898814201E-1	6.817951029E0
1.210782699E1	-1.114495277E0	-8.265113831E0	2.527647018E0	8.714539908E0
1.211580719E1	-2.104383469E0	-9.768169403E0	4.755997658E0	1.106639404E1
1.212378918E1	-3.443869591E0	-1.122164917E1	5.157471657E0	1.282127770E1
1.213177231E1	-4.541888237E0	-1.216388512E1	2.910124302E0	1.330630202E1
1.213975457E1	-5.289525509E0	-1.271799088E1	-1.432273149E0	1.384838541E1
1.214773817E1	-5.528529167E0	-1.328130341E1	-5.452093124E0	1.538450436E1
1.215572090E1	-5.848543644E0	-1.364384747E1	-9.210937500E0	1.747001448E1
1.216370246E1	-7.345803261E0	-1.241101170E1	-1.120029736E1	1.826035864E1
1.217168399E1	-9.678672791E0	-1.052079391E1	-1.090666199E1	1.798107581E1
1.217966574E1	-1.119674969E1	-9.837903976E0	-8.254853249E0	1.703802102E1
1.218764535E1	-1.328122520E1	-9.443323135E0	-4.671771526E0	1.695266185E1
1.219562625E1	-1.508467865E1	-8.808972359E0	-1.526290894E0	1.753496758E1
1.220361113E1	-1.730374336E1	-8.658866882E0	1.244501114E0	1.938928294E1
1.221159484E1	-2.056645203E1	-8.894352913E0	2.852296352E0	2.258813975E1
1.221957637E1	-2.465244293E1	-9.116962433E0	3.297430515E0	2.649028113E1
1.222755688E1	-2.752741623E1	-8.563601494E0	2.663936138E0	2.895151931E1
1.223553430E1	-2.846415901E1	-7.324671745E0	1.060890198E0	2.941062142E1
1.224351270E1	-2.776986885E1	-6.907210350E0	-4.809741974E-1	2.862003681E1
1.225149008E1	-2.561625862E1	-9.073101997E0	-1.327395439E0	2.720801103E1
1.225946770E1	-2.300449753E1	-1.266584969E1	-1.971773624E0	2.633474029E1
1.226744711E1	-2.041984558E1	-1.664240265E1	-2.832329988E0	2.649456081E1
1.227542973E1	-1.824207687E1	-2.047925186E1	-4.599070549E0	2.780871402E1
1.228341344E1	-1.664112473E1	-2.315204239E1	-6.561712265E0	2.925748053E1
1.229139399E1	-1.406184578E1	-2.549910545E1	-8.932736397E0	3.045872068E1
1.229937453E1	-1.125444984E1	-2.727632713E1	-1.094302750E1	3.147078826E1
1.230735391E1	-8.329566956E0	-2.773568726E1	-1.253680134E1	3.155663830E1
1.231533617E1	-4.918194294E0	-2.632989120E1	-1.364091873E1	3.005871704E1
1.232332129E1	-7.435054779E-1	-2.333582878E1	-1.349805164E1	2.696870600E1
1.233130442E1	4.349448204E0	-1.999940872E1	-1.206679153E1	2.375924045E1
1.233928945E1	8.781383514E0	-1.615727615E1	-1.088789558E1	2.137092743E1
1.234727082E1	1.457850456E1	-1.178509617E1	-9.760191917E0	2.113486771E1
1.235525102E1	2.005006027E1	-7.130095482E0	-9.333703995E0	2.323706541E1
1.236323219E1	2.386480331E1	-3.541285038E0	-9.776558876E0	2.603172373E1
1.237121188E1	2.496897888E1	-1.085806608E0	-1.016777611E1	2.698170775E1
1.237919231E1	2.459563637E1	-4.339578152E-1	-1.018347359E1	2.662398885E1
1.238717238E1	2.271327972E1	-1.633504868E0	-9.734314919E0	2.476526400E1
1.239515371E1	1.965724564E1	-3.142246246E0	-9.350863457E0	2.199362782E1
1.240313453E1	1.648990631E1	-4.165352821E0	-9.845147133E0	1.965182171E1
1.241111922E1	1.365529060E1	-4.312138557E0	-1.089164639E1	1.799137186E1
1.241910238E1	1.209848595E1	-3.857185364E0	-1.106061363E1	1.684008358E1
1.242708668E1	1.144977188E1	-3.613449335E0	-9.857843399E0	1.553484370E1
1.243506770E1	1.089533710E1	-3.949809551E0	-7.674193859E0	1.389973444E1
1.244304848E1	1.010238075E1	-4.654865265E0	-5.363841057E0	1.234895374E1
1.245102883E1	9.323950768E0	-5.685516834E0	-3.627843618E0	1.150749360E1
1.245901195E1	7.752307892E0	-6.911262512E0	-2.592056990E0	1.070432560E1
1.246699520E1	6.069890976E0	-8.081841469E0	-2.081399918E0	1.031949435E1
1.247497711E1	3.961318970E0	-9.487809181E0	-1.627038479E0	1.040950648E1
1.248296078E1	1.912293434E0	-1.113812065E1	-1.529350042E0	1.140410055E1
1.249094527E1	7.439050674E-1	-1.258519840E1	-1.672334313E0	1.271759866E1
1.249892797E1	-7.018046379E-1	-1.317756653E1	-1.374140739E0	1.326759406E1
1.250690813E1	-2.500047922E0	-1.353247929E1	-8.250380754E-1	1.378618595E1
1.251488524E1	-4.984090805E0	-1.351643085E1	2.358801365E-1	1.440800832E1
1.252286383E1	-9.649276733E0	-1.305967712E1	1.284075975E0	1.628841795E1
1.253084398E1	-1.681173515E1	-1.231148148E1	1.946575880E0	2.092835810E1
1.253882301E1	-2.334228706E1	-1.145741749E1	2.447911739E0	2.611756215E1
1.254680801E1	-2.861055183E1	-9.789214134E0	2.593684912E0	3.034995208E1
1.255479406E1	-3.241862488E1	-7.600622654E0	1.987613916E0	3.335696798E1
1.256278125E1	-3.337184143E1	-5.889910698E0	9.051129818E-1	3.389970616E1
1.257076731E1	-3.154178047E1	-5.776918411E0	3.140354156E-2	3.206645736E1
1.257875215E1	-2.903790474E1	-7.205815315E0	-2.370889187E-1	2.991955710E1
1.258673379E1	-2.675427246E1	-9.826890945E0	1.713967323E-1	2.850242547E1
1.259471434E1	-2.519759560E1	-1.272339916E1	1.537716150E0	2.826956457E1
1.260269488E1	-2.409701157E1	-1.574171257E1	2.756008625E0	2.891475514E1
1.261067164E1	-2.141035843E1	-1.987692642E1	3.219102383E0	2.939146598E1
1.261864981E1	-1.827956009E1	-2.276220703E1	2.073585272E0	2.926704874E1
1.262662926E1	-1.466188049E1	-2.424517059E1	3.970695734E-1	2.833649062E1
1.263461000E1	-1.073777771E1	-2.496131325E1	-6.684504747E-1	2.718113050E1
1.264259047E1	-7.503152847E0	-2.541527939E1	-1.186468244E0	2.652624052E1
1.265057313E1	-2.619184494E0	-2.527365875E1	-2.112994194E0	2.549671937E1
1.265855430E1	2.578040123E0	-2.375113487E1	-3.198862553E0	2.410384659E1
1.266653711E1	7.281677246E0	-2.103056335E1	-4.737787724E0	2.275420952E1
1.267451871E1	1.377249432E1	-1.758040619E1	-6.498992920E0	2.325917433E1
1.268250289E1	2.044911575E1	-1.295809746E1	-8.434402466E0	2.563625889E1
1.269048692E1	2.583236122E1	-9.081636429E0	-1.017304134E1	2.921091879E1
1.269846766E1	3.006774521E1	-5.730369568E0	-1.184459782E1	3.282073940E1
1.270644672E1	3.191665268E1	-4.257125854E0	-1.267753887E1	3.460514168E1
1.271442703E1	3.084110641E1	-4.180517197E0	-1.211059093E1	3.339636180E1
1.272240852E1	2.826991081E1	-4.657633781E0	-1.006735229E1	3.036828925E1
1.273039137E1	2.534045410E1	-5.383715630E0	-7.959663391E0	2.710127763E1
1.273836906E1	2.265735626E1	-6.139719009E0	-6.666624546E0	2.440278314E1
1.274634863E1	2.029948807E1	-6.215179443E0	-5.669009209E0	2.197351444E1
1.275432754E1	1.877753448E1	-6.012883663E0	-4.867180824E0	2.030861936E1
1.276230801E1	1.743197250E1	-6.261429310E0	-3.899914742E0	1.892851017E1
1.277028898E1	1.569568253E1	-7.325243473E0	-2.795002222E0	1.754496165E1
1.277826922E1	1.407690144E1	-9.134320259E0	-1.854947925E0	1.688300306E1
1.278624625E1	1.160197163E1	-1.181781006E1	-1.149489999E0	1.660083454E1
1.279422332E1	8.916225433E0	-1.492238617E1	-1.177580357E0	1.742307035E1
1.280220309E1	6.242067337E0	-1.806131554E1	-2.246419907E0	1.924112590E1
1.281018184E1	4.748553276E0	-2.050656319E1	-4.184600830E0	2.146109913E1
1.281816000E1	3.900394917E0	-2.202936745E1	-5.509529114E0	2.304042147E1
1.282613762E1	2.101030350E0	-2.278943253E1	-5.395138741E0	2.351340225E1
1.283411898E1	-4.108095169E-1	-2.355473328E1	-4.055074692E0	2.390476636E1
1.284209676E1	-1.611456156E0	-2.445447540E1	-3.075598478E0	2.469974624E1
1.285007289E1	-3.083829880E0	-2.489668655E1	-3.251713514E0	2.529681104E1
1.285805031E1	-7.052871704E0	-2.407945633E1	-4.192143440E0	2.543889312E1
1.286603172E1	-1.393541527E1	-2.276646233E1	-5.755864620E0	2.730636525E1
1.287401434E1	-1.958593559E1	-2.096254730E1	-7.034722328E0	2.953852706E1
1.288199692E1	-2.628100014E1	-1.786534882E1	-7.669689178E0	3.269075999E1
1.288997898E1	-3.221402359E1	-1.423989868E1	-7.575586319E0	3.602648385E1
1.289796578E1	-3.614135742E1	-1.128715420E1	-7.043099880E0	3.851237233E1
1.290594852E1	-3.681158066E1	-1.017708969E1	-5.458943367E0	3.858063877E1
1.291392910E1	-3.536651993E1	-1.122494698E1	-3.690161228E0	3.728816778E1
1.292190844E1	-3.255970764E1	-1.358180237E1	-1.921680212E0	3.533118696E1
1.292988856E1	-2.960257721E1	-1.626333046E1	-7.031927109E-1	3.378317592E1
1.293787106E1	-2.641145706E1	-1.957028580E1	-2.292675972E-1	3.287268948E1
1.294585574E1	-2.292600822E1	-2.306797028E1	-5.465788841E-1	3.252740159E1
1.295383942E1	-1.951216316E1	-2.639775848E1	-9.667122364E-1	3.284053436E1
1.296182031E1	-1.690321922E1	-2.916458893E1	-1.386684895E0	3.373744155E1
1.296980035E1	-1.354175282E1	-3.207366180E1	-1.901722670E0	3.486711058E1
1.297777895E1	-9.916065216E0	-3.349443054E1	-2.128891945E0	3.499624848E1
1.298575809E1	-5.411624432E0	-3.306465912E1	-1.980869770E0	3.356309292E1
1.299374016E1	-1.376745701E0	-3.104408455E1	-2.075146675E0	3.114380914E1
1.300172254E1	1.936000347E0	-2.731853676E1	-2.272368908E0	2.748116097E1
